,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
12385,2019-07-13 04:30:40,216.45,18.17,1.14,213.75,26.52,1.06,213.78,25.12,1.04,6.81198,9.81839,9.30138,-5.8583,-9.22929,-8.92932,3.47611,3.34978,2.60439,0.80637,-0.49822,-1.041
12386,2019-07-13 04:30:50,216.48,18.2,1.14,213.64,26.55,1.06,213.7,25.12,1.04,6.82417,9.82444,9.2979,-5.86879,-9.23497,-8.92598,3.48233,3.35185,2.60341,0.80782,-0.49853,-1.04061
12387,2019-07-13 04:31:00,216.5,18.2,1.14,213.71,26.55,1.06,213.78,25.12,1.04,6.8248,9.82766,9.30138,-5.86933,-9.238,-8.92932,3.48265,3.35295,2.60439,0.80789,-0.49869,-1.041
12388,2019-07-13 04:31:10,216.39,19.17,1.15,213.7,27.42,1.07,213.73,25.97,1.05,7.18489,10.14922,9.61387,-6.10715,-9.43877,-9.13317,3.78487,3.73044,3.00193,0.96898,-0.24722,-0.76592
12389,2019-07-13 04:31:20,216.78,18.45,1.14,214.0,26.72,1.06,214.03,25.32,1.05,6.92749,9.90401,9.3864,-5.95765,-9.30976,-8.91708,3.53506,3.37899,2.9309,0.82005,-0.50257,-0.7478
12390,2019-07-13 04:31:30,216.84,18.27,1.14,214.0,26.57,1.06,214.07,25.12,1.04,6.86181,9.84841,9.314,-5.90116,-9.2575,-8.94144,3.50154,3.36002,2.60792,0.81227,-0.49975,-1.04241
12391,2019-07-13 04:31:40,216.95,18.22,1.14,214.06,26.57,1.06,214.14,25.12,1.04,6.8465,9.85117,9.31704,-5.88799,-9.2601,-8.94436,3.49373,3.36097,2.60877,0.81046,-0.49989,-1.04275
12392,2019-07-13 04:31:50,216.89,18.25,1.14,214.07,26.57,1.06,214.12,25.12,1.04,6.85588,9.85163,9.31617,-5.89605,-9.26053,-8.94353,3.49851,3.36112,2.60853,0.81157,-0.49991,-1.04265
12393,2019-07-13 04:32:00,216.89,18.17,1.14,214.1,26.52,1.06,214.17,25.12,1.05,6.82582,9.83447,9.31835,-5.87021,-9.2444,-8.85243,3.48318,3.35527,2.90965,0.80801,-0.49904,-0.74238
12394,2019-07-13 04:32:10,216.92,18.22,1.14,214.12,26.57,1.06,214.14,25.12,1.04,6.84555,9.85393,9.31704,-5.88718,-9.26269,-8.94436,3.49325,3.36191,2.60877,0.81035,-0.50003,-1.04275
12395,2019-07-13 04:32:20,216.92,18.15,1.14,214.17,26.52,1.06,214.23,25.12,1.04,6.81925,9.83768,9.32096,-5.86456,-9.24742,-8.94812,3.47982,3.35637,2.60987,0.80723,-0.4992,-1.04319
12396,2019-07-13 04:32:30,216.92,18.22,1.14,214.1,26.57,1.06,214.12,25.12,1.04,6.84555,9.85301,9.31617,-5.88718,-9.26183,-8.94353,3.49325,3.36159,2.60853,0.81035,-0.49998,-1.04265
12397,2019-07-13 04:32:40,216.82,18.22,1.14,214.03,26.6,1.06,214.07,25.1,1.04,6.8424,9.86091,9.30658,-5.88446,-9.26925,-8.93432,3.49163,3.36429,2.60584,0.80997,-0.50038,-1.04158
12398,2019-07-13 04:32:50,216.87,18.17,1.14,214.0,26.6,1.06,214.07,25.12,1.04,6.82519,9.85953,9.314,-5.86967,-9.26795,-8.94144,3.48286,3.36382,2.60792,0.80794,-0.50031,-1.04241
12399,2019-07-13 04:33:00,216.7,18.17,1.14,213.89,26.57,1.06,213.92,25.15,1.05,6.81984,9.84334,9.31859,-5.86507,-9.25274,-8.85266,3.48013,3.3583,2.90973,0.8073,-0.49949,-0.7424
12400,2019-07-13 04:33:10,216.89,18.42,1.14,214.12,26.8,1.06,214.1,25.32,1.04,6.91974,9.93923,9.38947,-5.95098,-9.34287,-9.01389,3.5311,3.39101,2.62905,0.81913,-0.50436,-1.05085
12401,2019-07-13 04:33:20,216.71,18.2,1.14,213.95,26.57,1.06,214.0,25.12,1.04,6.83142,9.84611,9.31095,-5.87502,-9.25534,-8.93851,3.48603,3.35924,2.60707,0.80867,-0.49963,-1.04207
12402,2019-07-13 04:33:30,216.78,18.2,1.14,214.06,26.55,1.06,214.07,25.12,1.04,6.83363,9.84375,9.314,-5.87692,-9.25313,-8.94144,3.48716,3.35844,2.60792,0.80894,-0.49951,-1.04241
12403,2019-07-13 04:33:40,216.75,18.17,1.14,214.06,26.55,1.06,214.03,25.12,1.04,6.82142,9.84375,9.31226,-5.86642,-9.25313,-8.93977,3.48093,3.35844,2.60743,0.80749,-0.49951,-1.04221
12404,2019-07-13 04:33:50,216.92,18.22,1.14,214.2,26.55,1.06,214.25,25.12,1.05,6.84555,9.85019,9.32183,-5.88718,-9.25918,-8.85574,3.49325,3.36063,2.91074,0.81035,-0.49984,-0.74266
12405,2019-07-13 04:34:00,216.46,18.2,1.14,213.64,26.52,1.06,213.73,25.15,1.04,6.82354,9.81334,9.31031,-5.86824,-9.22454,-8.9379,3.48201,3.34806,2.60689,0.80774,-0.49797,-1.04199
12406,2019-07-13 04:34:10,216.28,18.22,1.14,213.5,26.57,1.06,213.53,25.12,1.04,6.82536,9.8254,9.2905,-5.86981,-9.23587,-8.91888,3.48294,3.35217,2.60134,0.80796,-0.49858,-1.03978
12407,2019-07-13 04:34:20,216.37,18.22,1.14,213.5,26.55,1.06,213.53,25.12,1.04,6.8282,9.818,9.2905,-5.87225,-9.22892,-8.91888,3.48439,3.34965,2.60134,0.80829,-0.4982,-1.03978
12408,2019-07-13 04:34:30,216.34,18.2,1.14,213.59,26.52,1.06,213.6,25.12,1.04,6.81976,9.81104,9.29355,-5.86499,-9.22238,-8.92181,3.48008,3.34728,2.60219,0.80729,-0.49785,-1.04012
12409,2019-07-13 04:34:40,216.31,18.22,1.14,213.53,26.55,1.06,213.57,25.12,1.04,6.8263,9.81938,9.29224,-5.87062,-9.23022,-8.92055,3.48342,3.35012,2.60183,0.80807,-0.49827,-1.03997
12410,2019-07-13 04:34:50,216.31,18.22,1.14,213.5,26.55,1.06,213.5,25.12,1.04,6.8263,9.818,9.2892,-5.87062,-9.22892,-8.91763,3.48342,3.34965,2.60097,0.80807,-0.4982,-1.03963
12411,2019-07-13 04:35:00,216.25,18.22,1.14,213.5,26.57,1.06,213.5,25.15,1.04,6.82441,9.8254,9.30029,-5.86899,-9.23587,-8.92828,3.48246,3.35217,2.60408,0.80784,-0.49858,-1.04087
12412,2019-07-13 04:35:10,216.28,18.22,1.14,213.53,26.57,1.06,213.59,25.1,1.04,6.82536,9.82678,9.28571,-5.86981,-9.23717,-8.91428,3.48294,3.35265,2.6,0.80796,-0.49865,-1.03924
12413,2019-07-13 04:35:20,216.39,18.2,1.14,213.57,26.55,1.06,213.64,25.12,1.04,6.82133,9.82122,9.29529,-5.86635,-9.23195,-8.92348,3.48089,3.35075,2.60268,0.80748,-0.49837,-1.04031
12414,2019-07-13 04:35:30,216.42,18.25,1.14,213.64,26.57,1.06,213.67,24.87,1.04,6.84102,9.83184,9.20407,-5.88328,-9.24193,-8.83591,3.49093,3.35437,2.57714,0.80981,-0.49891,-1.0301
12415,2019-07-13 04:35:40,216.37,18.2,1.14,213.56,26.55,1.06,213.67,24.65,1.04,6.8207,9.82076,9.12265,-5.8658,-9.23151,-8.75775,3.48056,3.35059,2.55434,0.80741,-0.49834,-1.02099
12416,2019-07-13 04:35:50,216.39,18.22,1.14,213.53,26.55,1.06,213.62,24.65,1.04,6.82883,9.81938,9.12052,-5.87279,-9.23022,-8.7557,3.48471,3.35012,2.55374,0.80837,-0.49827,-1.02075
12417,2019-07-13 04:36:00,216.34,18.22,1.14,213.45,26.55,1.06,213.57,24.7,1.04,6.82725,9.8157,9.13688,-5.87144,-9.22676,-8.7714,3.48391,3.34887,2.55833,0.80818,-0.49809,-1.02258
12418,2019-07-13 04:36:10,216.42,18.22,1.14,213.45,26.6,1.06,213.53,24.65,1.04,6.82977,9.83419,9.11667,-5.87361,-9.24413,-8.75201,3.48519,3.35517,2.55267,0.80848,-0.49903,-1.02032
12419,2019-07-13 04:36:20,216.42,18.27,1.14,213.56,26.57,1.06,213.59,24.65,1.04,6.84852,9.82816,9.11924,-5.88973,-9.23847,-8.75447,3.49476,3.35312,2.55339,0.8107,-0.49872,-1.02061
12420,2019-07-13 04:36:30,216.32,18.2,1.14,213.42,26.55,1.06,213.56,24.65,1.04,6.81913,9.81432,9.11796,-5.86445,-9.22546,-8.75324,3.47976,3.3484,2.55303,0.80722,-0.49802,-1.02047
12421,2019-07-13 04:36:40,216.37,18.25,1.14,213.53,26.57,1.06,213.62,24.65,1.04,6.83944,9.82678,9.12052,-5.88192,-9.23717,-8.7557,3.49013,3.35265,2.55374,0.80962,-0.49865,-1.02075
12422,2019-07-13 04:36:50,216.42,18.2,1.14,213.6,26.55,1.06,213.71,24.65,1.04,6.82228,9.8226,9.12436,-5.86716,-9.23324,-8.75939,3.48137,3.35122,2.55482,0.80759,-0.49844,-1.02118
12423,2019-07-13 04:37:00,216.39,18.22,1.14,213.64,26.57,1.06,213.7,24.65,1.04,6.82883,9.83184,9.12393,-5.87279,-9.24193,-8.75898,3.48471,3.35437,2.5547,0.80837,-0.49891,-1.02114
12424,2019-07-13 04:37:10,216.39,18.22,1.14,213.57,26.57,1.06,213.64,24.67,1.04,6.82883,9.82862,9.12877,-5.87279,-9.2389,-8.76362,3.48471,3.35327,2.55606,0.80837,-0.49874,-1.02168
12425,2019-07-13 04:37:21,216.39,18.32,1.14,213.53,26.65,1.06,213.57,24.67,1.04,6.86631,9.85636,9.12578,-5.90502,-9.26498,-8.76075,3.50384,3.36274,2.55522,0.8128,-0.50015,-1.02134
12426,2019-07-13 04:37:31,216.35,18.25,1.14,213.56,26.6,1.06,213.6,24.67,1.04,6.83881,9.83925,9.12706,-5.88137,-9.2489,-8.76198,3.4898,3.3569,2.55558,0.80955,-0.49928,-1.02149
12427,2019-07-13 04:37:40,216.39,18.27,1.14,213.57,26.62,1.06,213.7,24.67,1.04,6.84757,9.84711,9.13134,-5.88891,-9.25629,-8.76608,3.49427,3.35958,2.55677,0.81059,-0.49968,-1.02196
12428,2019-07-13 04:37:50,216.39,18.25,1.14,213.53,26.62,1.06,213.64,24.67,1.04,6.84007,9.84527,9.12877,-5.88246,-9.25455,-8.76362,3.49045,3.35895,2.55606,0.8097,-0.49959,-1.02168
12429,2019-07-13 04:38:00,216.39,18.27,1.14,213.56,26.62,1.06,213.6,24.7,1.04,6.84757,9.84665,9.13816,-5.88891,-9.25585,-8.77264,3.49427,3.35943,2.55869,0.81059,-0.49966,-1.02273
12430,2019-07-13 04:38:10,216.35,18.3,1.14,213.53,26.67,1.06,213.62,24.7,1.04,6.85754,9.86376,9.13902,-5.89749,-9.27194,-8.77346,3.49936,3.36526,2.55892,0.81177,-0.50053,-1.02282
12431,2019-07-13 04:38:20,216.53,18.25,1.14,213.6,26.65,1.06,213.67,24.67,1.04,6.8445,9.8596,9.13005,-5.88627,-9.26802,-8.76485,3.49271,3.36384,2.55642,0.81022,-0.50031,-1.02182
12432,2019-07-13 04:38:30,216.84,18.2,1.14,213.98,26.62,1.06,214.03,24.67,1.04,6.83552,9.86602,9.14544,-5.87855,-9.27406,-8.77962,3.48812,3.36603,2.56072,0.80916,-0.50064,-1.02354
12433,2019-07-13 04:38:40,216.84,18.2,1.14,214.06,26.6,1.06,214.1,24.67,1.04,6.83552,9.86229,9.14843,-5.87855,-9.27055,-8.78249,3.48812,3.36476,2.56156,0.80916,-0.50045,-1.02388
12434,2019-07-13 04:38:50,216.78,18.22,1.14,214.03,26.62,1.06,214.06,24.67,1.04,6.84114,9.86832,9.14672,-5.88338,-9.27622,-8.78085,3.49099,3.36682,2.56108,0.80982,-0.50076,-1.02369
12435,2019-07-13 04:39:00,216.75,18.2,1.14,213.89,26.62,1.06,213.96,24.67,1.04,6.83268,9.86187,9.14245,-5.87611,-9.27016,-8.77675,3.48668,3.36462,2.55988,0.80882,-0.50043,-1.02321
12436,2019-07-13 04:39:10,216.81,18.22,1.14,213.92,26.62,1.06,214.0,24.7,1.04,6.84208,9.86325,9.15527,-5.88419,-9.27146,-8.78906,3.49147,3.36509,2.56348,0.80994,-0.5005,-1.02464
12437,2019-07-13 04:39:20,216.81,18.22,1.14,213.92,26.67,1.06,213.98,24.7,1.04,6.84208,9.88178,9.15442,-5.88419,-9.28887,-8.78824,3.49147,3.37141,2.56324,0.80994,-0.50144,-1.02455
12438,2019-07-13 04:39:30,216.81,19.55,1.14,213.89,27.72,1.07,213.89,25.85,1.05,7.34153,10.26938,9.57661,-6.31372,-9.55053,-9.09778,3.74634,3.77461,2.99029,0.86906,-0.25015,-0.76295
12439,2019-07-13 04:39:40,216.81,19.17,1.15,213.89,27.27,1.07,213.92,25.55,1.05,7.19883,10.10267,9.46679,-6.11901,-9.39548,-8.99345,3.79222,3.71333,2.95601,0.97087,-0.24609,-0.7542
12440,2019-07-13 04:39:50,216.78,19.32,1.15,213.98,27.37,1.07,214.03,25.65,1.05,7.25416,10.14399,9.50873,-6.16603,-9.43391,-9.0333,3.82136,3.72852,2.9691,0.97833,-0.2471,-0.75755
12441,2019-07-13 04:40:00,216.87,19.47,1.15,214.0,27.55,1.07,214.03,25.8,1.05,7.31351,10.21165,9.56434,-6.21649,-9.49684,-9.08612,3.85263,3.75339,2.98646,0.98633,-0.24874,-0.76198
12442,2019-07-13 04:40:10,216.85,19.15,1.15,214.07,27.22,1.07,214.1,25.52,1.05,7.19265,10.09263,9.46363,-6.11375,-9.38615,-8.99045,3.78896,3.70964,2.95502,0.97003,-0.24584,-0.75395
12443,2019-07-13 04:40:20,216.87,19.2,1.14,214.0,27.25,1.07,214.09,25.5,1.05,7.21209,10.10045,9.45578,-6.2024,-9.39342,-8.98299,3.68029,3.71252,2.95257,0.85374,-0.24604,-0.75333
12444,2019-07-13 04:40:30,216.81,19.2,1.15,214.03,27.27,1.07,214.03,25.52,1.05,7.2101,10.10928,9.46054,-6.12858,-9.40163,-8.98751,3.79815,3.71576,2.95405,0.97239,-0.24625,-0.75371
12445,2019-07-13 04:40:40,216.78,19.22,1.15,214.03,27.27,1.07,214.06,25.52,1.05,7.21661,10.10928,9.46187,-6.13412,-9.40163,-8.98877,3.80159,3.71576,2.95447,0.97326,-0.24625,-0.75381
12446,2019-07-13 04:40:50,216.7,19.15,1.15,213.89,27.25,1.07,213.89,25.55,1.05,7.18767,10.09526,9.46547,-6.10952,-9.38859,-8.99219,3.78634,3.71061,2.95559,0.96936,-0.24591,-0.7541
12447,2019-07-13 04:41:00,216.67,18.62,1.14,213.82,27.25,1.07,213.84,25.55,1.05,6.98778,10.09196,9.46325,-6.00949,-9.38552,-8.99009,3.56582,3.7094,2.9549,0.82718,-0.24583,-0.75392
12448,2019-07-13 04:41:10,216.03,18.57,1.14,213.25,27.22,1.07,213.32,25.52,1.05,6.94843,10.05397,9.42916,-5.97565,-9.3502,-8.9577,3.54574,3.69543,2.94425,0.82252,-0.2449,-0.75121
12449,2019-07-13 04:41:20,216.09,18.62,1.14,213.28,27.25,1.07,213.31,25.55,1.05,6.96907,10.06647,9.4398,-5.9934,-9.36182,-8.96781,3.55628,3.70003,2.94758,0.82497,-0.24521,-0.75205
12450,2019-07-13 04:41:30,216.14,18.67,1.14,213.28,27.3,1.07,213.39,25.52,1.05,6.9894,10.08494,9.43225,-6.01089,-9.379,-8.96064,3.56665,3.70682,2.94522,0.82738,-0.24566,-0.75145
12451,2019-07-13 04:41:40,216.31,18.57,1.14,213.37,27.22,1.07,213.42,25.52,1.05,6.95743,10.05963,9.43358,-5.98339,-9.35546,-8.9619,3.55034,3.69751,2.94563,0.82359,-0.24504,-0.75156
12452,2019-07-13 04:41:50,216.28,18.62,1.14,213.42,27.25,1.07,213.53,25.52,1.05,6.9752,10.07308,9.43844,-5.99867,-9.36796,-8.96652,3.5594,3.70246,2.94715,0.82569,-0.24537,-0.75195
12453,2019-07-13 04:42:00,216.32,18.62,1.14,213.42,27.2,1.07,213.5,25.55,1.05,6.97649,10.0546,9.44821,-5.99978,-9.35077,-8.9758,3.56006,3.69566,2.9502,0.82585,-0.24492,-0.75272
12454,2019-07-13 04:42:10,216.34,18.62,1.14,213.45,27.22,1.06,213.53,25.52,1.05,6.97714,10.0634,9.43844,-6.00034,-9.4596,-8.96652,3.56039,3.43338,2.94715,0.82592,-0.51066,-0.75195
12455,2019-07-13 04:42:20,216.39,18.6,1.14,213.53,27.2,1.07,213.59,25.5,1.05,6.97125,10.05978,9.43369,-5.99528,-9.35559,-8.96201,3.55739,3.69757,2.94567,0.82523,-0.24504,-0.75157
12456,2019-07-13 04:42:30,216.2,18.57,1.14,213.39,27.17,1.07,213.5,25.5,1.05,6.9539,10.0421,9.42972,-5.98035,-9.33915,-8.95823,3.54853,3.69107,2.94443,0.82317,-0.24461,-0.75125
12457,2019-07-13 04:42:40,216.07,18.6,1.14,213.25,27.2,1.07,213.31,25.52,1.05,6.96094,10.04659,9.42872,-5.98641,-9.34333,-8.95728,3.55213,3.69272,2.94412,0.82401,-0.24472,-0.75117
12458,2019-07-13 04:42:50,216.06,18.67,1.13,213.28,27.22,1.06,213.32,25.5,1.05,6.98682,10.05539,9.42177,-6.07853,-9.45207,-8.95068,3.44486,3.43064,2.94195,0.7066,-0.51025,-0.75062
12459,2019-07-13 04:43:00,216.09,18.75,1.14,213.28,27.32,1.07,213.34,25.67,1.05,7.01773,10.09233,9.48547,-6.03525,-9.38587,-9.0112,3.58111,3.70953,2.96184,0.83073,-0.24584,-0.75569
12460,2019-07-13 04:43:10,216.07,18.75,1.13,213.2,27.32,1.07,213.31,25.67,1.05,7.01708,10.08854,9.48413,-6.10486,-9.38235,-9.00993,3.45978,3.70814,2.96142,0.70966,-0.24575,-0.75559
12461,2019-07-13 04:43:20,216.06,18.77,1.13,213.17,27.35,1.07,213.28,25.7,1.05,7.02424,10.0982,9.49388,-6.11109,-9.39133,-9.01919,3.46331,3.71169,2.96446,0.71038,-0.24598,-0.75636
12462,2019-07-13 04:43:30,216.09,18.75,1.13,213.23,27.32,1.07,213.31,25.7,1.05,7.01773,10.08996,9.49522,-6.10542,-9.38367,-9.02046,3.4601,3.70866,2.96488,0.70973,-0.24578,-0.75647
12463,2019-07-13 04:43:40,216.14,18.77,1.13,213.25,27.35,1.07,213.35,25.67,1.05,7.02684,10.10199,9.48591,-6.11335,-9.39485,-9.01162,3.4646,3.71308,2.96198,0.71065,-0.24607,-0.75573
12464,2019-07-13 04:43:50,216.1,18.8,1.14,213.21,27.32,1.06,213.34,25.67,1.05,7.03677,10.08902,9.48547,-6.05162,-9.48368,-9.0112,3.59082,3.44212,2.96184,0.83298,-0.51196,-0.75569
12465,2019-07-13 04:44:00,215.98,18.67,1.14,213.12,27.27,1.07,213.2,25.7,1.05,6.98423,10.0663,9.49032,-6.00644,-9.36166,-9.01581,3.56401,3.69997,2.96335,0.82676,-0.2452,-0.75608
12466,2019-07-13 04:44:10,216.0,18.7,1.13,213.07,27.32,1.07,213.14,25.77,1.05,6.9961,10.08239,9.51349,-6.08661,-9.37663,-9.03782,3.44944,3.70588,2.97059,0.70754,-0.2456,-0.75793
12467,2019-07-13 04:44:20,216.0,18.7,1.13,213.1,27.3,1.07,213.21,25.72,1.05,6.9961,10.07643,9.49815,-6.08661,-9.37108,-9.02325,3.44944,3.70369,2.9658,0.70754,-0.24545,-0.7567
12468,2019-07-13 04:44:30,216.0,18.67,1.13,213.14,27.27,1.07,213.23,25.72,1.05,6.98488,10.06725,9.49904,-6.07684,-9.36254,-9.02409,3.44391,3.70031,2.96608,0.7064,-0.24523,-0.75677
12469,2019-07-13 04:44:40,216.0,18.62,1.13,213.06,27.25,1.07,213.2,25.72,1.05,6.96617,10.05609,9.49771,-6.06057,-9.35216,-9.02282,3.43468,3.69621,2.96566,0.70451,-0.24495,-0.75667
12470,2019-07-13 04:44:50,215.98,19.52,1.14,213.03,27.27,1.07,213.12,25.72,1.05,7.3022,10.06205,9.49414,-6.2799,-9.35771,-9.01944,3.72627,3.6984,2.96455,0.8644,-0.2451,-0.75638
12471,2019-07-13 04:45:00,215.96,19.67,1.14,212.96,27.27,1.07,213.09,25.72,1.05,7.35764,10.05875,9.49281,-6.32757,-9.35463,-9.01817,3.75456,3.69719,2.96413,0.87097,-0.24502,-0.75628
12472,2019-07-13 04:45:10,216.09,19.6,1.14,213.17,27.2,1.07,213.28,25.7,1.05,7.33587,10.04282,9.49388,-6.30884,-9.33982,-9.01919,3.74345,3.69133,2.96446,0.86839,-0.24463,-0.75636
12473,2019-07-13 04:45:20,216.14,19.02,1.14,213.21,26.87,1.08,213.28,25.72,1.05,7.12043,9.92284,9.50127,-6.12357,-9.12901,-9.02621,3.63351,3.88894,2.96677,0.84289,0.0,-0.75695
12474,2019-07-13 04:45:30,216.14,18.6,1.14,213.2,26.7,1.08,213.31,26.02,1.05,6.9632,9.8596,9.61345,-5.98835,-9.07083,-9.13277,3.55328,3.86416,3.0018,0.82427,0.0,-0.76589
12475,2019-07-13 04:45:40,216.14,18.65,1.14,213.28,26.75,1.08,213.42,26.05,1.05,6.98192,9.88177,9.62949,-6.00445,-9.09122,-9.14802,3.56283,3.87285,3.00681,0.82649,0.0,-0.76717
12476,2019-07-13 04:45:50,216.17,18.67,1.14,213.35,26.77,1.08,213.42,26.1,1.05,6.99037,9.8924,9.64798,-6.01172,-9.10101,-9.16558,3.56715,3.87701,3.01258,0.82749,0.0,-0.76864
12477,2019-07-13 04:46:00,216.1,18.62,1.14,213.28,26.72,1.08,213.35,26.07,1.05,6.96939,9.87068,9.63373,-5.99368,-9.08103,-9.15204,3.55644,3.8685,3.00813,0.82501,0.0,-0.7675
12478,2019-07-13 04:46:11,216.14,18.6,1.14,213.17,26.75,1.08,213.31,26.07,1.05,6.9632,9.87667,9.63192,-5.98835,-9.08654,-9.15032,3.55328,3.87085,3.00757,0.82427,0.0,-0.76736
12479,2019-07-13 04:46:21,216.25,18.6,1.14,213.34,26.72,1.08,213.45,26.05,1.05,6.96674,9.87346,9.63085,-5.9914,-9.08358,-9.14931,3.55509,3.86959,3.00723,0.82469,0.0,-0.76727
12480,2019-07-13 04:46:30,216.17,18.57,1.14,213.25,26.72,1.08,213.42,26.02,1.05,6.95293,9.86929,9.6184,-5.97952,-9.07975,-9.13748,3.54804,3.86796,3.00335,0.82306,0.0,-0.76628
12481,2019-07-13 04:46:40,216.21,18.57,1.14,213.35,26.7,1.08,213.46,26.05,1.05,6.95422,9.86653,9.6313,-5.98063,-9.07721,-9.14973,3.5487,3.86688,3.00737,0.82321,0.0,-0.76731
12482,2019-07-13 04:46:50,216.17,18.62,1.14,213.31,26.75,1.08,213.39,26.07,1.05,6.97165,9.88316,9.63553,-5.99562,-9.0925,-9.15376,3.55759,3.87339,3.00869,0.82527,0.0,-0.76765
12483,2019-07-13 04:47:00,216.23,18.62,1.14,213.25,26.75,1.08,213.39,26.07,1.05,6.97359,9.88038,9.63553,-5.99729,-9.08995,-9.15376,3.55858,3.8723,3.00869,0.8255,0.0,-0.76765
12484,2019-07-13 04:47:10,216.23,18.62,1.14,213.25,26.75,1.08,213.35,26.07,1.05,6.97359,9.88038,9.63373,-5.99729,-9.08995,-9.15204,3.55858,3.8723,3.00813,0.8255,0.0,-0.7675
12485,2019-07-13 04:47:20,216.17,18.6,1.14,213.2,26.72,1.08,213.28,26.05,1.05,6.96416,9.86698,9.62318,-5.98918,-9.07762,-9.14202,3.55377,3.86705,3.00484,0.82439,0.0,-0.76666
12486,2019-07-13 04:47:30,216.17,18.6,1.14,213.17,26.72,1.08,213.28,26.02,1.05,6.96416,9.86559,9.61209,-5.98918,-9.07634,-9.13149,3.55377,3.86651,3.00138,0.82439,0.0,-0.76578
12487,2019-07-13 04:47:40,216.17,18.62,1.14,213.14,26.75,1.08,213.17,26.07,1.05,6.97165,9.87528,9.6256,-5.99562,-9.08526,-9.14432,3.55759,3.8703,3.00559,0.82527,0.0,-0.76686
12488,2019-07-13 04:47:50,216.21,18.6,1.14,213.21,26.72,1.08,213.31,26.07,1.05,6.96545,9.86744,9.63192,-5.99029,-9.07805,-9.15032,3.55443,3.86723,3.00757,0.82454,0.0,-0.76736
12489,2019-07-13 04:48:00,216.25,18.6,1.14,213.31,26.72,1.08,213.34,26.05,1.05,6.96674,9.87207,9.62588,-5.9914,-9.08231,-9.14459,3.55509,3.86905,3.00568,0.82469,0.0,-0.76688
12490,2019-07-13 04:48:10,216.25,18.6,1.14,213.32,26.75,1.08,213.34,26.02,1.05,6.96674,9.88362,9.6148,-5.9914,-9.09293,-9.13406,3.55509,3.87357,3.00222,0.82469,0.0,-0.766
12491,2019-07-13 04:48:20,216.23,18.6,1.14,213.28,26.72,1.08,213.37,26.05,1.05,6.9661,9.87068,9.62724,-5.99084,-9.08103,-9.14588,3.55476,3.8685,3.0061,0.82462,0.0,-0.76699
12492,2019-07-13 04:48:30,216.25,18.8,1.14,213.34,26.92,1.08,213.39,26.2,1.05,7.04165,9.94736,9.68358,-6.05582,-9.15157,-9.1994,3.59331,3.89855,3.0237,0.83356,0.0,-0.77148
12493,2019-07-13 04:48:40,216.28,18.57,1.14,213.42,26.67,1.08,213.48,26.0,1.05,6.95647,9.85868,9.61371,-5.98256,-9.06999,-9.13303,3.54984,3.8638,3.00188,0.82348,0.0,-0.76591
12494,2019-07-13 04:48:50,216.32,18.55,1.14,213.35,26.65,1.08,213.53,26.0,1.05,6.95026,9.84806,9.61597,-5.97723,-9.06021,-9.13517,3.54668,3.85963,3.00258,0.82274,0.0,-0.76609
12495,2019-07-13 04:49:00,216.25,18.57,1.14,213.25,26.65,1.08,213.42,26.02,1.05,6.9555,9.84344,9.6184,-5.98173,-9.05596,-9.13748,3.54935,3.85782,3.00335,0.82336,0.0,-0.76628
12496,2019-07-13 04:49:10,216.32,18.57,1.14,213.34,26.65,1.08,213.48,26.0,1.05,6.95776,9.84759,9.61371,-5.98367,-9.05979,-9.13303,3.5505,3.85945,3.00188,0.82363,0.0,-0.76591
12497,2019-07-13 04:49:20,216.28,18.57,1.14,213.34,26.65,1.08,213.42,25.97,1.05,6.95647,9.84759,9.59992,-5.98256,-9.05979,-9.11993,3.54984,3.85945,2.99757,0.82348,0.0,-0.76481
12498,2019-07-13 04:49:30,216.25,18.55,1.14,213.28,26.65,1.08,213.37,25.97,1.05,6.94801,9.84482,9.59767,-5.97529,-9.05724,-9.11779,3.54553,3.85837,2.99687,0.82248,0.0,-0.76463
12499,2019-07-13 04:49:40,216.25,18.55,1.14,213.25,26.65,1.08,213.39,26.0,1.05,6.94801,9.84344,9.60966,-5.97529,-9.05596,-9.12918,3.54553,3.85782,3.00062,0.82248,0.0,-0.76559
12500,2019-07-13 04:49:50,216.2,18.52,1.14,213.23,26.62,1.08,213.32,26.0,1.05,6.93517,9.83144,9.60651,-5.96425,-9.04492,-9.12618,3.53898,3.85312,2.99963,0.82096,0.0,-0.76534
12501,2019-07-13 04:50:00,216.21,18.52,1.14,213.2,26.62,1.08,213.31,26.0,1.05,6.93549,9.83005,9.60606,-5.96452,-9.04365,-9.12575,3.53914,3.85258,2.99949,0.82099,0.0,-0.7653
12502,2019-07-13 04:50:10,216.25,18.5,1.14,213.25,26.65,1.08,213.35,25.95,1.05,6.92929,9.84344,9.58938,-5.95919,-9.05596,-9.10991,3.53597,3.85782,2.99428,0.82026,0.0,-0.76397
