,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
12227,2019-07-13 04:04:20,216.67,9.05,1.0,213.64,28.1,1.09,213.87,31.12,1.0,3.39632,10.39799,11.5279,3.39632,-9.46217,11.5279,0.0,4.31109,0.0,-1.33108,0.23593,-4.51799
12228,2019-07-13 04:04:30,216.67,9.15,1.0,213.73,28.17,1.09,213.92,31.1,1.0,3.43384,10.42829,11.52318,3.43384,-9.48974,11.52318,0.0,4.32365,0.0,-1.34579,0.23662,-4.51615
12229,2019-07-13 04:04:40,216.67,9.17,1.0,213.62,28.2,1.09,213.84,31.12,1.0,3.44135,10.43402,11.52628,3.44135,-9.49496,11.52628,0.0,4.32603,0.0,-1.34873,0.23675,-4.51736
12230,2019-07-13 04:04:50,216.75,9.05,1.0,213.67,28.12,1.09,213.89,31.12,1.0,3.39757,10.40685,11.52897,3.39757,-9.47024,11.52897,0.0,4.31477,0.0,-1.33157,0.23613,-4.51842
12231,2019-07-13 04:05:00,216.78,9.05,1.0,213.7,28.12,1.09,213.96,31.17,1.0,3.39804,10.40832,11.55128,3.39804,-9.47157,11.55128,0.0,4.31537,0.0,-1.33175,0.23616,-4.52716
12233,2019-07-13 04:05:20,217.07,9.57,1.0,214.06,28.6,1.09,214.28,31.62,1.0,3.59809,10.60382,11.73557,3.59809,-9.64947,11.73557,0.0,4.39643,0.0,-1.41016,0.2406,-4.59938
12235,2019-07-13 04:05:40,217.14,9.6,1.0,214.14,28.55,1.09,214.35,31.62,1.0,3.61054,10.58923,11.7394,3.61054,-9.6362,11.7394,0.0,4.39038,0.0,-1.41504,0.24027,-4.60089
12236,2019-07-13 04:05:50,217.14,9.62,1.0,214.07,28.57,1.09,214.31,31.62,1.0,3.61806,10.59319,11.73721,3.61806,-9.6398,11.73721,0.0,4.39202,0.0,-1.41798,0.24036,-4.60003
12237,2019-07-13 04:06:00,217.1,9.57,1.0,213.98,28.55,1.09,214.2,31.65,1.0,3.59859,10.58132,11.74232,3.59859,-9.629,11.74232,0.0,4.3871,0.0,-1.41035,0.24009,-4.60203
12239,2019-07-13 04:06:20,216.96,9.6,1.0,213.87,28.55,1.09,214.09,31.62,1.0,3.60754,10.57588,11.72516,3.60754,-9.62405,11.72516,0.0,4.38485,0.0,-1.41386,0.23997,-4.59531
12240,2019-07-13 04:06:30,216.95,9.57,1.0,213.84,28.57,1.09,214.07,31.62,1.0,3.5961,10.58181,11.72407,3.5961,-9.62944,11.72407,0.0,4.3873,0.0,-1.40938,0.2401,-4.59488
12241,2019-07-13 04:06:40,216.85,9.52,1.0,213.7,28.55,1.09,213.98,31.62,1.0,3.57567,10.56748,11.71914,3.57567,-9.6164,11.71914,0.0,4.38136,0.0,-1.40137,0.23977,-4.59295
12242,2019-07-13 04:06:50,216.82,9.6,1.0,213.78,28.52,1.09,214.0,31.65,1.0,3.60522,10.56032,11.73135,3.60522,-9.60989,11.73135,0.0,4.3784,0.0,-1.41295,0.23961,-4.59773
12243,2019-07-13 04:07:00,216.78,9.55,1.0,213.75,28.47,1.09,214.03,31.62,1.0,3.58578,10.54033,11.72188,3.58578,-9.5917,11.72188,0.0,4.37011,0.0,-1.40533,0.23916,-4.59402
12246,2019-07-13 04:07:30,216.87,9.57,1.0,213.78,28.52,1.09,214.1,31.62,1.0,3.59478,10.56032,11.72571,3.59478,-9.60989,11.72571,0.0,4.3784,0.0,-1.40886,0.23961,-4.59552
12248,2019-07-13 04:07:50,216.75,9.57,1.0,213.7,28.57,1.09,214.0,31.62,1.0,3.59279,10.57488,11.72023,3.59279,-9.62314,11.72023,0.0,4.38443,0.0,-1.40808,0.23994,-4.59337
12249,2019-07-13 04:08:00,216.78,9.52,1.0,213.7,28.5,1.09,213.98,31.65,1.0,3.57451,10.54897,11.73026,3.57451,-9.59956,11.73026,0.0,4.37369,0.0,-1.40092,0.23935,-4.5973
12251,2019-07-13 04:08:20,216.75,9.57,1.0,213.7,28.55,1.09,213.96,31.62,1.0,3.59279,10.56748,11.71804,3.59279,-9.6164,11.71804,0.0,4.38136,0.0,-1.40808,0.23977,-4.59252
12252,2019-07-13 04:08:30,216.73,9.6,1.0,213.67,28.55,1.09,213.95,31.62,1.0,3.60372,10.56599,11.7175,3.60372,-9.61505,11.7175,0.0,4.38075,0.0,-1.41236,0.23974,-4.5923
12253,2019-07-13 04:08:40,216.75,9.8,1.0,213.67,28.85,1.09,213.95,31.75,1.0,3.67914,10.67702,11.76567,3.67914,-9.71609,11.76567,0.0,4.42678,0.0,-1.44192,0.24226,-4.61118
12256,2019-07-13 04:09:10,216.73,9.6,1.0,213.59,28.55,1.09,213.84,31.62,1.0,3.60372,10.56204,11.71147,3.60372,-9.61145,11.71147,0.0,4.37911,0.0,-1.41236,0.23965,-4.58994
12257,2019-07-13 04:09:20,216.78,9.65,1.0,213.67,28.52,1.09,213.89,31.65,1.0,3.62332,10.55489,11.72532,3.62332,-9.60495,11.72532,0.0,4.37614,0.0,-1.42005,0.23949,-4.59537
12261,2019-07-13 04:10:00,216.71,9.6,1.0,213.6,28.6,1.09,213.84,31.67,1.0,3.60339,10.58103,11.72999,3.60339,-9.62874,11.72999,0.0,4.38698,0.0,-1.41223,0.24008,-4.5972
12262,2019-07-13 04:10:10,216.78,9.65,1.0,213.6,28.6,1.09,213.85,31.67,1.0,3.62332,10.58103,11.73054,3.62332,-9.62874,11.73054,0.0,4.38698,0.0,-1.42005,0.24008,-4.59741
12263,2019-07-13 04:10:20,216.75,9.57,1.0,213.6,28.55,1.09,213.85,31.65,1.0,3.59279,10.56253,11.72313,3.59279,-9.6119,11.72313,0.0,4.37931,0.0,-1.40808,0.23966,-4.59451
12267,2019-07-13 04:11:00,216.78,9.62,1.0,213.73,28.55,1.09,214.03,31.65,1.0,3.61206,10.56896,11.733,3.61206,-9.61775,11.733,0.0,4.38198,0.0,-1.41563,0.23981,-4.59838
12272,2019-07-13 04:11:50,216.75,9.52,1.0,213.67,28.55,1.09,213.98,31.65,1.0,3.57402,10.56599,11.73026,3.57402,-9.61505,11.73026,0.0,4.38075,0.0,-1.40072,0.23974,-4.5973
12273,2019-07-13 04:12:00,216.71,10.07,1.0,213.59,28.57,1.09,213.85,31.65,1.0,3.7798,10.56944,11.72313,3.7798,-9.61819,11.72313,0.0,4.38218,0.0,-1.48137,0.23982,-4.59451
12278,2019-07-13 04:12:50,216.75,10.0,1.0,213.75,28.62,1.09,213.95,31.67,1.0,3.75422,10.59586,11.73602,3.75422,-9.64224,11.73602,0.0,4.39313,0.0,-1.47135,0.24042,-4.59956
12280,2019-07-13 04:13:10,216.75,10.02,1.0,213.7,28.62,1.09,213.96,31.65,1.0,3.76173,10.59339,11.72916,3.76173,-9.63998,11.72916,0.0,4.39211,0.0,-1.47429,0.24036,-4.59687
12281,2019-07-13 04:13:20,216.73,9.97,1.0,213.67,28.57,1.09,213.92,31.67,1.0,3.74261,10.57339,11.73438,3.74261,-9.62179,11.73438,0.0,4.38382,0.0,-1.4668,0.23991,-4.59892
12282,2019-07-13 04:13:30,216.75,10.0,1.0,213.67,28.57,1.09,213.96,31.65,1.0,3.75422,10.57339,11.72916,3.75422,-9.62179,11.72916,0.0,4.38382,0.0,-1.47135,0.23991,-4.59687
12283,2019-07-13 04:13:40,216.75,10.0,1.0,213.64,28.62,1.09,213.89,31.65,1.0,3.75422,10.59041,11.72532,3.75422,-9.63727,11.72532,0.0,4.39087,0.0,-1.47135,0.2403,-4.59537
12287,2019-07-13 04:14:20,216.75,10.07,1.0,213.62,28.67,1.09,213.87,31.67,1.0,3.7805,10.60792,11.73164,3.7805,-9.65321,11.73164,0.0,4.39813,0.0,-1.48165,0.24069,-4.59784
12289,2019-07-13 04:14:40,216.84,9.97,1.0,213.64,28.6,1.09,214.0,31.67,1.0,3.74451,10.58301,11.73877,3.74451,-9.63054,11.73877,0.0,4.3878,0.0,-1.46754,0.24013,-4.60064
12296,2019-07-13 04:15:50,216.75,10.05,1.0,213.67,28.65,1.09,213.89,31.67,1.0,3.77299,10.603,11.73273,3.77299,-9.64873,11.73273,0.0,4.39609,0.0,-1.4787,0.24058,-4.59827
12300,2019-07-13 04:16:30,216.82,10.12,1.0,213.78,28.65,1.09,214.03,31.7,1.0,3.8005,10.60846,11.75153,3.8005,-9.6537,11.75153,0.0,4.39835,0.0,-1.48948,0.2407,-4.60564
12302,2019-07-13 04:16:50,216.7,10.1,1.0,213.57,28.6,1.09,213.87,31.7,1.0,3.79089,10.57954,11.74275,3.79089,-9.62738,11.74275,0.0,4.38637,0.0,-1.48572,0.24005,-4.6022
12303,2019-07-13 04:17:00,216.64,9.3,1.0,213.5,28.05,1.1,213.78,31.77,1.0,3.48965,10.37269,11.76373,3.48965,-9.33542,11.76373,0.0,4.52135,0.0,-1.36766,0.4561,-4.61042
12304,2019-07-13 04:17:10,216.67,9.0,1.0,213.5,27.92,1.1,213.73,32.0,1.0,3.37755,10.32462,11.84612,3.37755,-9.29215,11.84612,0.0,4.5004,0.0,-1.32372,0.45399,-4.64271
12305,2019-07-13 04:17:20,216.73,9.12,1.0,213.56,28.05,1.1,213.84,32.12,1.0,3.42353,10.3756,11.89666,3.42353,-9.33804,11.89666,0.0,4.52262,0.0,-1.34175,0.45623,-4.66252
12306,2019-07-13 04:17:30,216.67,9.05,1.0,213.59,28.0,1.1,213.84,32.05,1.0,3.39632,10.35856,11.87073,3.39632,-9.32271,11.87073,0.0,4.51519,0.0,-1.33108,0.45548,-4.65236
12307,2019-07-13 04:17:40,216.67,9.07,1.0,213.62,27.97,1.1,213.95,32.07,1.0,3.40382,10.34892,11.88425,3.40382,-9.31403,11.88425,0.0,4.51099,0.0,-1.33402,0.45506,-4.65766
12308,2019-07-13 04:17:50,216.67,9.1,1.0,213.6,28.0,1.1,213.87,32.02,1.0,3.41508,10.35905,11.86129,3.41508,-9.32314,11.86129,0.0,4.5154,0.0,-1.33843,0.4555,-4.64866
12309,2019-07-13 04:18:00,216.59,9.5,1.0,213.56,28.22,1.09,213.78,31.75,1.0,3.56388,10.43849,11.75632,3.56388,-9.49902,11.75632,0.0,4.32788,0.0,-1.39675,0.23685,-4.60752
12310,2019-07-13 04:18:10,216.39,8.25,0.73,213.39,25.35,1.06,213.64,30.6,0.98,3.09209,9.36942,11.32308,2.25722,-8.80725,11.09662,2.11328,3.19661,2.25326,0.90143,-0.47544,-2.18446
12311,2019-07-13 04:18:20,216.39,7.67,0.73,213.39,23.5,1.06,213.7,29.8,0.98,2.8747,8.68565,11.03015,2.09853,-8.16452,10.80955,1.96471,2.96332,2.19497,0.83806,-0.44074,-2.12795
12312,2019-07-13 04:18:30,216.39,7.65,0.73,213.37,23.5,1.06,213.62,29.77,0.98,2.86721,8.68484,11.01492,2.09306,-8.16375,10.79462,1.95959,2.96305,2.19194,0.83587,-0.4407,-2.12501
12313,2019-07-13 04:18:40,216.42,7.7,0.73,213.25,23.52,1.06,213.53,29.82,0.98,2.88635,8.68734,11.02877,2.10703,-8.1661,10.8082,1.97267,2.9639,2.1947,0.84145,-0.44083,-2.12768
12314,2019-07-13 04:18:50,216.42,7.7,0.72,213.31,23.5,1.06,213.6,29.82,0.98,2.88635,8.6824,11.03239,2.07817,-8.16145,10.81174,2.00305,2.96221,2.19542,0.87184,-0.44058,-2.12838
12315,2019-07-13 04:19:00,216.48,7.7,0.73,213.39,23.5,1.06,213.62,29.8,0.98,2.88715,8.68565,11.02602,2.10762,-8.16452,10.8055,1.97321,2.96332,2.19415,0.84169,-0.44074,-2.12715
12316,2019-07-13 04:19:10,216.28,12.42,1.11,213.46,23.55,1.06,213.56,24.65,1.02,4.65263,8.70699,9.11796,-4.14084,-8.18457,-8.9356,2.12142,2.9706,1.81445,0.29796,-0.44183,-1.75904
12317,2019-07-13 04:19:20,216.32,14.32,1.12,213.45,23.55,1.06,213.56,22.6,1.02,5.36538,8.70658,8.35967,-4.72153,-8.18419,-8.19247,2.54841,2.97046,1.66355,0.44562,-0.44181,-1.61275
12318,2019-07-13 04:19:30,216.37,14.3,1.12,213.57,23.55,1.06,213.64,22.57,1.02,5.35912,8.71148,8.3517,-4.71603,-8.18879,-8.18466,2.54544,2.97213,1.66197,0.4451,-0.44205,-1.61122
12319,2019-07-13 04:19:40,216.39,14.3,1.11,213.56,23.55,1.06,213.62,22.57,1.02,5.35962,8.71107,8.35092,-4.77006,-8.1884,-8.1839,2.44377,2.97199,1.66181,0.34324,-0.44203,-1.61107
12320,2019-07-13 04:19:50,216.35,14.3,1.11,213.42,23.55,1.06,213.5,22.6,1.02,5.35863,8.70536,8.35732,-4.76918,-8.18304,-8.19017,2.44332,2.97005,1.66309,0.34318,-0.44174,-1.6123
12321,2019-07-13 04:20:00,216.39,14.47,1.12,213.46,23.72,1.06,213.53,22.72,1.02,5.42333,8.76984,8.40287,-4.77253,-8.24365,-8.23482,2.57594,2.99205,1.67215,0.45044,-0.44502,-1.62109
12322,2019-07-13 04:20:10,216.35,14.3,1.12,213.46,23.55,1.06,213.56,23.0,1.03,5.35863,8.70699,8.50763,-4.71559,-8.18457,-8.2524,2.54521,2.9706,2.06825,0.44506,-0.44183,-1.26605
12323,2019-07-13 04:20:21,216.48,14.3,1.12,213.71,23.55,1.06,213.75,23.05,1.03,5.36185,8.71719,8.53371,-4.71843,-8.19416,-8.27769,2.54674,2.97408,2.07459,0.44533,-0.44234,-1.26993
12324,2019-07-13 04:20:30,216.62,14.32,1.12,213.78,23.57,1.06,213.89,23.02,1.03,5.37282,8.72745,8.52818,-4.72808,-8.2038,-8.27234,2.55195,2.97758,2.07324,0.44624,-0.44286,-1.26911
12325,2019-07-13 04:20:40,216.57,14.32,1.12,213.75,23.55,1.06,213.78,23.05,1.03,5.37158,8.71882,8.5349,-4.72699,-8.19569,-8.27886,2.55136,2.97464,2.07488,0.44614,-0.44243,-1.27011
12326,2019-07-13 04:20:51,216.64,14.3,1.11,213.84,23.55,1.06,213.89,23.02,1.03,5.36581,8.72249,8.52818,-4.77557,-8.19914,-8.27234,2.4466,2.97589,2.07324,0.34364,-0.44261,-1.26911
12327,2019-07-13 04:21:01,216.64,14.32,1.12,213.75,23.57,1.06,213.78,23.02,1.03,5.37331,8.72622,8.5238,-4.72852,-8.20265,-8.26808,2.55218,2.97716,2.07218,0.44628,-0.4428,-1.26846
12328,2019-07-13 04:21:11,216.62,14.32,1.11,213.67,23.57,1.06,213.75,23.05,1.03,5.37282,8.72296,8.53371,-4.78181,-8.19958,-8.27769,2.44979,2.97605,2.07459,0.34409,-0.44264,-1.26993
12329,2019-07-13 04:21:20,216.64,14.3,1.12,213.64,23.57,1.06,213.73,23.05,1.03,5.36581,8.72173,8.53291,-4.72191,-8.19843,-8.27692,2.54862,2.97563,2.07439,0.44566,-0.44257,-1.26981
12330,2019-07-13 04:21:30,216.59,14.32,1.11,213.73,23.57,1.06,213.78,23.07,1.03,5.37207,8.72541,8.54231,-4.78115,-8.20188,-8.28604,2.44945,2.97689,2.07668,0.34404,-0.44276,-1.27121
12331,2019-07-13 04:21:40,216.67,14.32,1.12,213.73,23.57,1.06,213.81,23.07,1.03,5.37406,8.72541,8.54351,-4.72917,-8.20188,-8.2872,2.55254,2.97689,2.07697,0.44634,-0.44276,-1.27139
12332,2019-07-13 04:21:50,216.67,14.32,1.12,213.81,23.57,1.06,213.85,23.05,1.03,5.37406,8.72867,8.5377,-4.72917,-8.20495,-8.28157,2.55254,2.978,2.07556,0.44634,-0.44293,-1.27052
12333,2019-07-13 04:22:00,216.64,14.32,1.12,213.82,23.55,1.06,213.85,23.07,1.03,5.37331,8.72167,8.54511,-4.72852,-8.19837,-8.28875,2.55218,2.97561,2.07736,0.44628,-0.44257,-1.27163
12334,2019-07-13 04:22:10,216.64,14.32,1.12,213.71,23.57,1.06,213.71,23.07,1.03,5.37331,8.72459,8.53951,-4.72852,-8.20112,-8.28333,2.55218,2.97661,2.076,0.44628,-0.44272,-1.27079
12335,2019-07-13 04:22:20,216.64,14.32,1.11,213.71,23.6,1.06,213.73,23.1,1.03,5.37331,8.7357,8.55142,-4.78225,-8.21155,-8.29487,2.45002,2.9804,2.07889,0.34412,-0.44328,-1.27257
12336,2019-07-13 04:22:30,216.67,14.32,1.11,213.78,23.57,1.06,213.78,23.07,1.03,5.37406,8.72745,8.54231,-4.78291,-8.2038,-8.28604,2.45036,2.97758,2.07668,0.34417,-0.44286,-1.27121
12337,2019-07-13 04:22:40,216.56,14.32,1.12,213.67,23.55,1.06,213.75,23.07,1.03,5.37133,8.71556,8.54111,-4.72677,-8.19262,-8.28488,2.55124,2.97352,2.07639,0.44612,-0.44226,-1.27103
12338,2019-07-13 04:22:50,216.42,15.47,1.14,213.56,24.57,1.07,213.59,24.1,1.04,5.79894,9.08836,8.91576,-4.98709,-8.45218,-8.55913,2.95916,3.34051,2.49641,0.68645,-0.22138,-0.99784
12339,2019-07-13 04:23:00,216.42,17.7,1.14,213.62,26.12,1.06,213.6,24.92,1.04,6.63485,9.66442,9.21955,-5.70597,-9.08455,-8.85077,3.38573,3.29725,2.58148,0.78541,-0.49041,-1.03184
12340,2019-07-13 04:23:10,216.42,17.77,1.14,213.64,26.2,1.06,213.64,24.97,1.04,6.66109,9.69493,9.23978,-5.72854,-9.11323,-8.87019,3.39912,3.30766,2.58714,0.78851,-0.49196,-1.0341
12341,2019-07-13 04:23:20,216.53,17.8,1.14,213.75,26.22,1.07,213.73,25.02,1.04,6.67573,9.70732,9.26218,-5.74113,-9.02781,-8.8917,3.40658,3.56802,2.59341,0.79024,-0.23646,-1.03661
12342,2019-07-13 04:23:30,216.46,17.82,1.14,213.7,26.22,1.06,213.67,25.02,1.04,6.68107,9.70505,9.25958,-5.74572,-9.12275,-8.8892,3.40931,3.31112,2.59268,0.79088,-0.49247,-1.03632
12343,2019-07-13 04:23:40,216.37,17.82,1.14,213.57,26.27,1.07,213.59,25.05,1.04,6.67829,9.71764,9.26722,-5.74333,-9.03741,-8.89653,3.40789,3.57181,2.59482,0.79055,-0.23671,-1.03717
12344,2019-07-13 04:23:50,216.39,17.85,1.14,213.57,26.27,1.06,213.56,25.07,1.04,6.69015,9.71764,9.27331,-5.75353,-9.13458,-8.90238,3.41395,3.31541,2.59653,0.79195,-0.49311,-1.03785
12345,2019-07-13 04:24:00,216.53,17.85,1.14,213.71,26.3,1.07,213.71,25.07,1.04,6.69448,9.73512,9.27983,-5.75725,-9.05366,-8.90863,3.41615,3.57824,2.59835,0.79246,-0.23714,-1.03858
12346,2019-07-13 04:24:10,216.73,17.85,1.14,213.87,26.32,1.07,213.87,25.07,1.04,6.70066,9.74982,9.28677,-5.76257,-9.06733,-8.9153,3.41931,3.58364,2.6003,0.7932,-0.23749,-1.03936
12347,2019-07-13 04:24:20,216.78,17.9,1.14,213.96,26.35,1.07,213.95,25.1,1.05,6.72098,9.76504,9.30136,-5.78005,-9.08148,-8.8363,3.42968,3.58923,2.90435,0.7956,-0.23786,-0.74103
12348,2019-07-13 04:24:30,216.78,17.87,1.14,213.92,26.35,1.07,213.95,25.1,1.04,6.70972,9.76321,9.30136,-5.77036,-9.07979,-8.92931,3.42393,3.58856,2.60438,0.79427,-0.23782,-1.04099
12349,2019-07-13 04:24:40,216.78,17.9,1.14,213.95,26.37,1.06,213.96,25.1,1.04,6.72098,9.77199,9.3018,-5.78005,-9.18567,-8.92973,3.42968,3.33395,2.6045,0.7956,-0.49587,-1.04104
12350,2019-07-13 04:24:50,216.75,17.9,1.14,213.96,26.4,1.06,213.95,25.1,1.04,6.72005,9.78357,9.30136,-5.77925,-9.19655,-8.92931,3.4292,3.3379,2.60438,0.79549,-0.49646,-1.04099
12351,2019-07-13 04:25:00,216.73,17.92,1.14,213.89,26.37,1.07,213.89,25.12,1.04,6.72694,9.76925,9.30616,-5.78517,-9.0854,-8.93392,3.43272,3.59078,2.60573,0.79631,-0.23797,-1.04153
12352,2019-07-13 04:25:10,216.78,17.9,1.14,213.89,26.4,1.06,213.92,25.15,1.04,6.72098,9.78036,9.31859,-5.78005,-9.19354,-8.94584,3.42968,3.33681,2.6092,0.7956,-0.49629,-1.04292
12353,2019-07-13 04:25:20,216.75,17.92,1.14,213.92,26.4,1.07,213.92,25.15,1.04,6.72756,9.78174,9.31859,-5.7857,-9.09701,-8.94584,3.43303,3.59537,2.6092,0.79638,-0.23827,-1.04292
12354,2019-07-13 04:25:30,216.67,17.9,1.14,213.92,26.4,1.06,213.89,25.15,1.05,6.71757,9.78174,9.31728,-5.77711,-9.19483,-8.85141,3.42794,3.33728,2.90932,0.7952,-0.49636,-0.74229
12355,2019-07-13 04:25:40,216.64,17.87,1.14,213.96,26.37,1.07,213.92,25.2,1.04,6.70539,9.77245,9.33711,-5.76663,-9.08838,-8.96363,3.42172,3.59196,2.61439,0.79375,-0.23805,-1.04499
12356,2019-07-13 04:25:50,216.59,17.9,1.14,213.89,26.4,1.06,213.84,25.12,1.04,6.71509,9.78036,9.30399,-5.77498,-9.19354,-8.93183,3.42667,3.33681,2.60512,0.7949,-0.49629,-1.04129
12357,2019-07-13 04:26:00,216.62,17.87,1.14,213.84,26.4,1.07,213.82,25.2,1.04,6.70477,9.77808,9.33275,-5.7661,-9.09361,-8.95944,3.4214,3.59403,2.61317,0.79368,-0.23818,-1.04451
12358,2019-07-13 04:26:10,216.62,17.9,1.14,213.84,26.4,1.06,213.82,25.3,1.04,6.71602,9.77808,9.36978,-5.77578,-9.19139,-8.99499,3.42715,3.33603,2.62354,0.79501,-0.49618,-1.04865
12359,2019-07-13 04:26:20,216.59,17.92,1.14,213.81,26.4,1.07,213.81,25.2,1.04,6.7226,9.77671,9.33231,-5.78143,-9.09234,-8.95902,3.4305,3.59352,2.61305,0.79579,-0.23815,-1.04446
12360,2019-07-13 04:26:30,216.59,17.95,1.14,213.73,26.4,1.06,213.75,24.65,1.04,6.73385,9.77305,9.12607,-5.79111,-9.18667,-8.76102,3.43624,3.33431,2.5553,0.79712,-0.49592,-1.02137
12361,2019-07-13 04:26:40,216.34,18.27,1.14,213.53,26.62,1.06,213.59,24.67,1.04,6.84599,9.84527,9.12664,-5.88755,-9.25455,-8.76157,3.49347,3.35895,2.55546,0.8104,-0.49959,-1.02144
12362,2019-07-13 04:26:50,216.34,18.15,1.14,213.57,26.55,1.06,213.57,24.6,1.04,6.80102,9.82122,9.09989,-5.84888,-9.23195,-8.73589,3.47052,3.35075,2.54797,0.80508,-0.49837,-1.01844
12363,2019-07-13 04:27:00,216.31,18.15,1.14,213.5,26.55,1.06,213.53,24.65,1.04,6.80008,9.818,9.11667,-5.84807,-9.22892,-8.75201,3.47004,3.34965,2.55267,0.80496,-0.4982,-1.02032
12364,2019-07-13 04:27:10,216.31,18.15,1.14,213.53,26.57,1.06,213.53,24.62,1.04,6.80008,9.82678,9.10558,-5.84807,-9.23717,-8.74136,3.47004,3.35265,2.54956,0.80496,-0.49865,-1.01908
12365,2019-07-13 04:27:20,216.31,18.2,1.14,213.5,26.57,1.06,213.5,25.37,1.04,6.81881,9.8254,9.38164,-5.86418,-9.23587,-9.00638,3.4796,3.35217,2.62686,0.80718,-0.49858,-1.04998
12366,2019-07-13 04:27:30,216.35,18.2,1.14,213.59,26.57,1.06,213.57,25.15,1.04,6.82007,9.82954,9.30334,-5.86526,-9.23977,-8.93121,3.48024,3.35359,2.60494,0.80733,-0.49879,-1.04121
12367,2019-07-13 04:27:40,216.23,18.15,1.14,213.45,26.55,1.06,213.5,25.12,1.04,6.79756,9.8157,9.2892,-5.8459,-9.22676,-8.91763,3.46876,3.34887,2.60097,0.80467,-0.49809,-1.03963
12368,2019-07-13 04:27:50,216.39,18.15,1.14,213.56,26.55,1.06,213.53,25.12,1.04,6.80259,9.82076,9.2905,-5.85023,-9.23151,-8.91888,3.47132,3.35059,2.60134,0.80526,-0.49834,-1.03978
12369,2019-07-13 04:28:00,216.42,18.2,1.14,213.62,26.55,1.06,213.62,25.12,1.04,6.82228,9.82352,9.29442,-5.86716,-9.23411,-8.92264,3.48137,3.35153,2.60244,0.80759,-0.49848,-1.04022
12370,2019-07-13 04:28:10,216.42,18.12,1.14,213.64,26.55,1.06,213.64,25.07,1.05,6.79229,9.82444,9.27679,-5.84137,-9.23497,-8.81295,3.46607,3.35185,2.89668,0.80404,-0.49853,-0.73907
12371,2019-07-13 04:28:20,216.42,18.22,1.14,213.73,26.57,1.06,213.78,25.12,1.04,6.82977,9.83598,9.30138,-5.87361,-9.24582,-8.92932,3.48519,3.35579,2.60439,0.80848,-0.49912,-1.041
12372,2019-07-13 04:28:30,216.46,18.15,1.14,213.75,26.55,1.06,213.73,25.12,1.04,6.80479,9.8295,9.2992,-5.85212,-9.23973,-8.92724,3.47245,3.35357,2.60378,0.80552,-0.49879,-1.04075
12373,2019-07-13 04:28:40,216.42,18.15,1.14,213.67,26.52,1.06,213.64,25.12,1.04,6.80354,9.81472,9.29529,-5.85104,-9.22583,-8.92348,3.4718,3.34853,2.60268,0.80537,-0.49804,-1.04031
12374,2019-07-13 04:28:50,216.46,18.17,1.14,213.67,26.52,1.06,213.62,25.1,1.04,6.81229,9.81472,9.28702,-5.85857,-9.22583,-8.91554,3.47627,3.34853,2.60036,0.80641,-0.49804,-1.03939
12375,2019-07-13 04:29:01,216.53,18.17,1.14,213.71,26.52,1.06,213.67,25.12,1.04,6.81449,9.81655,9.29659,-5.86047,-9.22756,-8.92473,3.4774,3.34916,2.60305,0.80667,-0.49813,-1.04046
12376,2019-07-13 04:29:11,216.46,18.17,1.14,213.78,26.55,1.06,213.82,25.1,1.05,6.81229,9.83088,9.29571,-5.85857,-9.24102,-8.83093,3.47627,3.35404,2.90259,0.80641,-0.49886,-0.74058
12377,2019-07-13 04:29:20,216.5,18.2,1.14,213.75,26.52,1.06,213.81,25.1,1.04,6.8248,9.81839,9.29528,-5.86933,-9.22929,-8.92347,3.48265,3.34978,2.60268,0.80789,-0.49822,-1.04031
12378,2019-07-13 04:29:30,216.42,18.15,1.14,213.6,26.55,1.06,213.67,25.12,1.04,6.80354,9.8226,9.29659,-5.85104,-9.23324,-8.92473,3.4718,3.35122,2.60305,0.80537,-0.49844,-1.04046
12379,2019-07-13 04:29:40,216.45,18.2,1.14,213.6,26.52,1.06,213.64,25.1,1.04,6.82322,9.8115,9.28789,-5.86797,-9.22281,-8.91637,3.48185,3.34743,2.60061,0.8077,-0.49787,-1.03949
12380,2019-07-13 04:29:50,216.5,18.17,1.14,213.67,26.55,1.06,213.67,25.12,1.04,6.81355,9.82582,9.29659,-5.85965,-9.23627,-8.92473,3.47691,3.35232,2.60305,0.80656,-0.4986,-1.04046
12381,2019-07-13 04:30:00,216.45,18.17,1.14,213.64,26.55,1.06,213.71,25.12,1.04,6.81198,9.82444,9.29833,-5.8583,-9.23497,-8.9264,3.47611,3.35185,2.60353,0.80637,-0.49853,-1.04065
12382,2019-07-13 04:30:10,216.5,18.17,1.14,213.75,26.52,1.06,213.78,25.12,1.04,6.81355,9.81839,9.30138,-5.85965,-9.22929,-8.92932,3.47691,3.34978,2.60439,0.80656,-0.49822,-1.041
12383,2019-07-13 04:30:20,216.5,18.22,1.14,213.73,26.55,1.06,213.81,25.1,1.04,6.8323,9.82858,9.29528,-5.87578,-9.23886,-8.92347,3.48648,3.35326,2.60268,0.80878,-0.49874,-1.04031
12384,2019-07-13 04:30:30,216.5,18.12,1.14,213.7,26.5,1.06,213.75,25.12,1.04,6.7948,9.80869,9.30007,-5.84353,-9.22017,-8.92807,3.46735,3.34647,2.60402,0.80434,-0.49773,-1.04085
